Plant Code,Utility Name,Plant Name,State,Latitude,Longitude,BA Code,BA Name,Fuel Type,Prime Mover,Net Generation (MWh)
6035,DTE Electric Company,Greenwood (MI),MI,43.1056,-82.6964,MISO,"Midcontinent Independent Transmission System Operator, Inc..",RFO,ST,213.71
6035,DTE Electric Company,Greenwood (MI),MI,43.1056,-82.6964,MISO,"Midcontinent Independent Transmission System Operator, Inc..",WO,ST,0.0
6038,"Duke Energy Carolinas, LLC",McGuire,NC,35.4331,-80.9486,DUK,Duke Energy Carolinas,NUC,ST,36136744.0
6040,Energy Harbor Nuclear Generation LLC,Beaver Valley,PA,40.6219,-80.4336,PJM,"PJM Interconnection, LLC",NUC,ST,30024906.0
6041,"East Kentucky Power Coop, Inc",H L Spurlock,KY,38.7,-83.8181,PJM,"PJM Interconnection, LLC",BIT,ST,14787022.649999999
6041,"East Kentucky Power Coop, Inc",H L Spurlock,KY,38.7,-83.8181,PJM,"PJM Interconnection, LLC",DFO,ST,24972.872000000003
6041,"East Kentucky Power Coop, Inc",H L Spurlock,KY,38.7,-83.8181,PJM,"PJM Interconnection, LLC",TDF,ST,182246.46000000002
6041,"East Kentucky Power Coop, Inc",H L Spurlock,KY,38.7,-83.8181,PJM,"PJM Interconnection, LLC",WC,ST,0.0
6041,"East Kentucky Power Coop, Inc",H L Spurlock,KY,38.7,-83.8181,PJM,"PJM Interconnection, LLC",WDS,ST,0.0
6071,Louisville Gas & Electric Co,Trimble County,KY,38.5847,-85.4117,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,BIT,ST,11789846.170000002
6071,Louisville Gas & Electric Co,Trimble County,KY,38.5847,-85.4117,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,DFO,ST,0.0
6071,Louisville Gas & Electric Co,Trimble County,KY,38.5847,-85.4117,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,NG,GT,793248.0
6071,Louisville Gas & Electric Co,Trimble County,KY,38.5847,-85.4117,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,NG,ST,29447.774
6071,Louisville Gas & Electric Co,Trimble County,KY,38.5847,-85.4117,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,PC,ST,0.0
6071,Louisville Gas & Electric Co,Trimble County,KY,38.5847,-85.4117,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,RC,ST,0.0
6071,Louisville Gas & Electric Co,Trimble County,KY,38.5847,-85.4117,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,SUB,ST,2134734.1550000003
6071,Louisville Gas & Electric Co,Trimble County,KY,38.5847,-85.4117,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,WC,ST,0.0
6071,Louisville Gas & Electric Co,Trimble County,KY,38.5847,-85.4117,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,WO,ST,0.0
6085,Northern Indiana Pub Serv Co,R M Schahfer,IN,41.2164,-87.0261,MISO,"Midcontinent Independent Transmission System Operator, Inc..",BIT,ST,3043870.5870000003
6085,Northern Indiana Pub Serv Co,R M Schahfer,IN,41.2164,-87.0261,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,GT,38544.0
6085,Northern Indiana Pub Serv Co,R M Schahfer,IN,41.2164,-87.0261,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,ST,19795.448
6085,Northern Indiana Pub Serv Co,R M Schahfer,IN,41.2164,-87.0261,MISO,"Midcontinent Independent Transmission System Operator, Inc..",SUB,ST,0.0
6103,TalenEnergy Susquehanna LLC,TalenEnergy Susquehanna,PA,41.0919,-76.1462,PJM,"PJM Interconnection, LLC",NUC,ST,38001920.0
6105,Constellation Nuclear,Limerick,PA,40.224303,-75.58744,PJM,"PJM Interconnection, LLC",NUC,ST,38188150.0
6113,"Duke Energy Indiana, LLC",Gibson,IN,38.372222,-87.765833,MISO,"Midcontinent Independent Transmission System Operator, Inc..",BIT,ST,15885582.41
6113,"Duke Energy Indiana, LLC",Gibson,IN,38.372222,-87.765833,MISO,"Midcontinent Independent Transmission System Operator, Inc..",DFO,ST,56237.57399999999
6118,PSEG Nuclear LLC,PSEG Hope Creek Generating Station,NJ,39.4666,-75.5377,PJM,"PJM Interconnection, LLC",NUC,ST,19876846.0
6137,Southern Indiana Gas & Elec Co,A B Brown,IN,37.9053,-87.715,MISO,"Midcontinent Independent Transmission System Operator, Inc..",BIT,ST,3438118.1900000004
6137,Southern Indiana Gas & Elec Co,A B Brown,IN,37.9053,-87.715,MISO,"Midcontinent Independent Transmission System Operator, Inc..",DFO,GT,823.556
6137,Southern Indiana Gas & Elec Co,A B Brown,IN,37.9053,-87.715,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,GT,62726.444
6137,Southern Indiana Gas & Elec Co,A B Brown,IN,37.9053,-87.715,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,ST,64669.792
6149,Energy Harbor Nuclear Generation LLC,Davis Besse,OH,41.5967,-83.0861,PJM,"PJM Interconnection, LLC",NUC,ST,15971456.0
6151,Tennessee Valley Authority,Raccoon Mountain,TN,35.055795,-85.387934,TVA,Tennessee Valley Authority,WAT,PS,-1107502.0
6152,Tennessee Valley Authority,Sequoyah,TN,35.2267,-85.0917,TVA,Tennessee Valley Authority,NUC,ST,38455192.0
6166,Indiana Michigan Power Co,Rockport,IN,37.9256,-87.0372,PJM,"PJM Interconnection, LLC",BIT,ST,185787.24199999997
6166,Indiana Michigan Power Co,Rockport,IN,37.9256,-87.0372,PJM,"PJM Interconnection, LLC",DFO,ST,54371.7
6166,Indiana Michigan Power Co,Rockport,IN,37.9256,-87.0372,PJM,"PJM Interconnection, LLC",SUB,ST,4747145.035
6167,Virginia Electric & Power Co,Bath County,VA,38.20889,-79.8,PJM,"PJM Interconnection, LLC",WAT,PS,-2068560.0
6168,Virginia Electric & Power Co,North Anna,VA,38.06,-77.7897,PJM,"PJM Interconnection, LLC",NUC,ST,31656532.0
6168,Virginia Electric & Power Co,North Anna,VA,38.06,-77.7897,PJM,"PJM Interconnection, LLC",WAT,HY,0.0
6171,USCE-Nashville District,Laurel Dam,KY,36.9614,-84.27,PJM,"PJM Interconnection, LLC",WAT,HY,79110.0
6213,"Hallador Power Company, LLC",Merom,IN,39.0694,-87.5108,MISO,"Midcontinent Independent Transmission System Operator, Inc..",BIT,ST,8553962.39
6213,"Hallador Power Company, LLC",Merom,IN,39.0694,-87.5108,MISO,"Midcontinent Independent Transmission System Operator, Inc..",DFO,ST,14947.66
6237,"Prairie Power, Inc",Pittsfield,IL,39.6436,-90.6353,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,,
6238,"Prairie Power, Inc",Pearl Station,IL,39.449185,-90.614119,MISO,"Midcontinent Independent Transmission System Operator, Inc..",BIT,GT,0.0
6238,"Prairie Power, Inc",Pearl Station,IL,39.449185,-90.614119,MISO,"Midcontinent Independent Transmission System Operator, Inc..",DFO,GT,128.0
6250,Duke Energy Progress - (NC),Mayo,NC,36.5278,-78.8917,CPLE,Duke Energy Progress East,BIT,ST,2414822.99
6250,Duke Energy Progress - (NC),Mayo,NC,36.5278,-78.8917,CPLE,Duke Energy Progress East,DFO,ST,19107.03
6264,Appalachian Power Co,Mountaineer,WV,38.9794,-81.9344,PJM,"PJM Interconnection, LLC",BIT,ST,9896832.030000001
6264,Appalachian Power Co,Mountaineer,WV,38.9794,-81.9344,PJM,"PJM Interconnection, LLC",DFO,ST,40571.936
6356,City of Holland,Sixth Street Gas Turbine,MI,42.792645,-86.103583,MISO,"Midcontinent Independent Transmission System Operator, Inc..",DFO,GT,-154.0
6369,Cloverland Electric Co-op,Detour,MI,45.98363,-83.90788,MISO,"Midcontinent Independent Transmission System Operator, Inc..",DFO,IC,1184.0
6377,North Carolina El Member Corp,Ocracoke Hybrid,NC,35.109444,-75.979722,PJM,"PJM Interconnection, LLC",DFO,IC,-172.0
6377,North Carolina El Member Corp,Ocracoke Hybrid,NC,35.109444,-75.979722,PJM,"PJM Interconnection, LLC",MWH,BA,-30.0
6390,A & N Electric Coop,Tangier,VA,37.8277,-75.9915,PJM,"PJM Interconnection, LLC",DFO,IC,176.0
6391,A & N Electric Coop,Smith Island,MD,37.9955,-76.038881,PJM,"PJM Interconnection, LLC",DFO,IC,158.0
6417,USCE-Nashville District,Center Hill,TN,36.0972,-85.8274,TVA,Tennessee Valley Authority,WAT,HY,616160.0
6418,USCE-Nashville District,Cheatham,TN,36.3208,-87.2219,TVA,Tennessee Valley Authority,WAT,HY,354682.0
6438,"Duke Energy Carolinas, LLC",Queens Creek,NC,35.27127,-83.676016,DUK,Duke Energy Carolinas,WAT,HY,7100.0
6522,Yards Creek Energy,Yards Creek Energy,NJ,41.0006,-75.0314,PJM,"PJM Interconnection, LLC",WAT,PS,-330432.0
6543,"Eagle Creek Renewable Energy, LLC",Dam No. 4 Hydro Station,WV,39.493056,-77.826944,PJM,"PJM Interconnection, LLC",WAT,HY,8366.0
6544,"Eagle Creek Renewable Energy, LLC",Dam No. 5 Hydro Station,WV,39.605,-77.923055,PJM,"PJM Interconnection, LLC",WAT,HY,4842.0
6546,"Eagle Creek Renewable Energy, LLC",Millville Hydro Station,WV,39.273056,-77.784444,PJM,"PJM Interconnection, LLC",WAT,HY,13206.0
6560,Appalachian Power Co,London,WV,38.1944,-81.3706,PJM,"PJM Interconnection, LLC",WAT,HY,130282.0
6561,Appalachian Power Co,Marmet,WV,38.2526,-81.5695,PJM,"PJM Interconnection, LLC",WAT,HY,117302.0
6562,Appalachian Power Co,Winfield,WV,38.5274,-81.91392,PJM,"PJM Interconnection, LLC",WAT,HY,221042.0
6565,Town of Berlin - (MD),Berlin,MD,38.327778,-75.217222,PJM,"PJM Interconnection, LLC",DFO,IC,-86.054
6565,Town of Berlin - (MD),Berlin,MD,38.327778,-75.217222,PJM,"PJM Interconnection, LLC",NG,IC,-63.946
6636,"Eagle Creek Renewable Energy, LLC",Lake Lynn Hydro Station,PA,39.720278,-79.856111,PJM,"PJM Interconnection, LLC",WAT,HY,173046.0
6639,Big Rivers Electric Corp,R D Green,KY,37.6461,-87.5,MISO,"Midcontinent Independent Transmission System Operator, Inc..",BIT,ST,-3047.154
6639,Big Rivers Electric Corp,R D Green,KY,37.6461,-87.5,MISO,"Midcontinent Independent Transmission System Operator, Inc..",DFO,ST,-39.18
6639,Big Rivers Electric Corp,R D Green,KY,37.6461,-87.5,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,ST,290619.739
6639,Big Rivers Electric Corp,R D Green,KY,37.6461,-87.5,MISO,"Midcontinent Independent Transmission System Operator, Inc..",PC,ST,-139.404
6705,AGC Division of APGI Inc,Warrick,IN,37.915,-87.3328,MISO,"Midcontinent Independent Transmission System Operator, Inc..",BIT,ST,8169269.380000001
6705,AGC Division of APGI Inc,Warrick,IN,37.915,-87.3328,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,ST,108576.634
6776,City of Vineland - (NJ),West Station (NJ),NJ,39.4912,-75.0486,PJM,"PJM Interconnection, LLC",DFO,GT,0.0
6823,Big Rivers Electric Corp,D B Wilson,KY,37.4497,-87.0806,MISO,"Midcontinent Independent Transmission System Operator, Inc..",BIT,ST,5782164.35
6823,Big Rivers Electric Corp,D B Wilson,KY,37.4497,-87.0806,MISO,"Midcontinent Independent Transmission System Operator, Inc..",DFO,ST,16173.688000000002
6823,Big Rivers Electric Corp,D B Wilson,KY,37.4497,-87.0806,MISO,"Midcontinent Independent Transmission System Operator, Inc..",PC,ST,0.0
7032,Virginia Electric & Power Co,Gravel Neck,VA,37.1575,-76.6911,PJM,"PJM Interconnection, LLC",DFO,GT,7250.524000000001
7032,Virginia Electric & Power Co,Gravel Neck,VA,37.1575,-76.6911,PJM,"PJM Interconnection, LLC",NG,GT,171335.476
7115,Upper Peninsula Power Company,Hoist,MI,46.5628,-87.5686,MISO,"Midcontinent Independent Transmission System Operator, Inc..",WAT,HY,32680.0
7116,Upper Peninsula Power Company,McClure Dam,MI,46.5717,-87.4764,MISO,"Midcontinent Independent Transmission System Operator, Inc..",WAT,HY,84482.0
7118,"Cataract Hydro, LLC",Cataract (MI),MI,46.3156,-87.5128,MISO,"Midcontinent Independent Transmission System Operator, Inc..",WAT,HY,10964.0
7119,Upper Peninsula Power Company,Gladstone,MI,45.8475,-87.0036,MISO,"Midcontinent Independent Transmission System Operator, Inc..",DFO,GT,-348.0
7128,Allegheny Electric Coop Inc,William F Matson Generating Station,PA,40.432915,-78.002887,PJM,"PJM Interconnection, LLC",WAT,HY,131004.0
7138,"Forked River Power, LLC",Forked River,NJ,39.8154,-74.2098,PJM,"PJM Interconnection, LLC",DFO,GT,0.0
7138,"Forked River Power, LLC",Forked River,NJ,39.8154,-74.2098,PJM,"PJM Interconnection, LLC",NG,GT,3952.0
7153,Calpine Mid-Atlantic Generation LLC,Hay Road,DE,39.7436,-75.5072,PJM,"PJM Interconnection, LLC",DFO,CA,440.456
7153,Calpine Mid-Atlantic Generation LLC,Hay Road,DE,39.7436,-75.5072,PJM,"PJM Interconnection, LLC",DFO,CT,912.778
7153,Calpine Mid-Atlantic Generation LLC,Hay Road,DE,39.7436,-75.5072,PJM,"PJM Interconnection, LLC",NG,CA,1331781.542
7153,Calpine Mid-Atlantic Generation LLC,Hay Road,DE,39.7436,-75.5072,PJM,"PJM Interconnection, LLC",NG,CT,2581033.213
7158,Duke Energy Kentucky Inc,Woodsdale,OH,39.4492,-84.4611,PJM,"PJM Interconnection, LLC",DFO,GT,747.944
7158,Duke Energy Kentucky Inc,Woodsdale,OH,39.4492,-84.4611,PJM,"PJM Interconnection, LLC",NG,GT,332898.058
7158,Duke Energy Kentucky Inc,Woodsdale,OH,39.4492,-84.4611,PJM,"PJM Interconnection, LLC",PG,GT,0.0
7212,Virginia Electric & Power Co,Darbytown,VA,37.498223,-77.368544,PJM,"PJM Interconnection, LLC",DFO,GT,8875.438
7212,Virginia Electric & Power Co,Darbytown,VA,37.498223,-77.368544,PJM,"PJM Interconnection, LLC",NG,GT,227272.561
7213,Virginia Electric & Power Co,Clover,VA,36.869,-78.704,PJM,"PJM Interconnection, LLC",BIT,ST,489953.324
7213,Virginia Electric & Power Co,Clover,VA,36.869,-78.704,PJM,"PJM Interconnection, LLC",DFO,ST,5904.6720000000005
7228,"Duke Energy Indiana, LLC",NA 1 (IN),IN, , ,,,,,
7268,City of Holland,491 E 48th Street,MI,42.7553,-86.0853,MISO,"Midcontinent Independent Transmission System Operator, Inc..",DFO,GT,0.0
7268,City of Holland,491 E 48th Street,MI,42.7553,-86.0853,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,GT,130624.0
7277,"Duke Energy Carolinas, LLC",Lincoln Combustion,NC,35.4317,-81.0347,DUK,Duke Energy Carolinas,DFO,GT,4040.76
7277,"Duke Energy Carolinas, LLC",Lincoln Combustion,NC,35.4317,-81.0347,DUK,Duke Energy Carolinas,NG,GT,4259.24
7279,City of Columbus - (OH),O'Shaughnessy Hydro,OH,40.153328,-83.126719,PJM,"PJM Interconnection, LLC",,,
7286,"American Mun Power-Ohio, Inc",Richard Gorsuch,OH,39.3664,-81.5211,PJM,"PJM Interconnection, LLC",,,
7288,Calpine New Jersey Generation LLC,Sherman Avenue,NJ,39.451,-75.0578,PJM,"PJM Interconnection, LLC",DFO,GT,0.0
7288,Calpine New Jersey Generation LLC,Sherman Avenue,NJ,39.451,-75.0578,PJM,"PJM Interconnection, LLC",KER,GT,3409.532
7288,Calpine New Jersey Generation LLC,Sherman Avenue,NJ,39.451,-75.0578,PJM,"PJM Interconnection, LLC",NG,GT,62354.462
7318,NAES Corporation - (DE),Van Sant Station,DE,39.145036,-75.548172,PJM,"PJM Interconnection, LLC",DFO,GT,13.936
7318,NAES Corporation - (DE),Van Sant Station,DE,39.145036,-75.548172,PJM,"PJM Interconnection, LLC",NG,GT,1246.064
7318,NAES Corporation - (DE),Van Sant Station,DE,39.145036,-75.548172,PJM,"PJM Interconnection, LLC",RFO,GT,0.0
7335,Indiana Municipal Power Agency,Richmond,IN,39.839572,-84.965682,PJM,"PJM Interconnection, LLC",DFO,GT,9.131999999999998
7335,Indiana Municipal Power Agency,Richmond,IN,39.839572,-84.965682,PJM,"PJM Interconnection, LLC",NG,GT,27108.868000000002
7336,Indiana Municipal Power Agency,Anderson,IN,40.0529,-85.7389,PJM,"PJM Interconnection, LLC",DFO,GT,9.902
7336,Indiana Municipal Power Agency,Anderson,IN,40.0529,-85.7389,PJM,"PJM Interconnection, LLC",NG,GT,95246.098
7397,Borough of Chambersburg,Falling Spring,PA,39.9389,-77.6583,PJM,"PJM Interconnection, LLC",DFO,IC,293.11
7397,Borough of Chambersburg,Falling Spring,PA,39.9389,-77.6583,PJM,"PJM Interconnection, LLC",NG,IC,3264.8900000000003
7398,City of Bay City - (MI),Water Street Station,MI,43.582846,-83.896696,MISO,"Midcontinent Independent Transmission System Operator, Inc..",DFO,IC,368.504
7398,City of Bay City - (MI),Water Street Station,MI,43.582846,-83.896696,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,IC,39.496
7399,City of Bay City - (MI),Henry Station,MI,43.595101,-83.89986,MISO,"Midcontinent Independent Transmission System Operator, Inc..",DFO,IC,628.21
7399,City of Bay City - (MI),Henry Station,MI,43.595101,-83.89986,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,IC,291.78999999999996
7425,City of Springfield - (IL),Interstate,IL,39.8233,-89.5891,MISO,"Midcontinent Independent Transmission System Operator, Inc..",DFO,GT,64.25200000000001
7425,City of Springfield - (IL),Interstate,IL,39.8233,-89.5891,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,GT,78975.74799999999
7429,Town of Edenton - (NC),Edenton Generators,NC,36.028611,-76.571944,PJM,"PJM Interconnection, LLC",DFO,IC,0.0
7438,City of Manassas - (VA),Church Street Plant,VA,38.752347,-77.462918,PJM,"PJM Interconnection, LLC",DFO,IC,284.0
7439,City of Manassas - (VA),Godwin Drive Plant,VA,38.74054,-77.508061,PJM,"PJM Interconnection, LLC",DFO,IC,860.0
7440,City of Manassas - (VA),VMEA 1 Credit Gen,VA,38.74054,-77.508061,PJM,"PJM Interconnection, LLC",DFO,IC,998.0
7441,City of Manassas - (VA),VMEA Peaking Gen,VA,38.74054,-77.508061,PJM,"PJM Interconnection, LLC",DFO,IC,662.0
7474,City of Rock Falls - (IL),Upper Sterling,IL,41.787115,-89.677526,MISO,"Midcontinent Independent Transmission System Operator, Inc..",WAT,HY,18388.0
7497,City of Croswell - (MI),Croswell,MI,43.271944,-82.613889,MISO,"Midcontinent Independent Transmission System Operator, Inc..",DFO,IC,0.0
7497,City of Croswell - (MI),Croswell,MI,43.271944,-82.613889,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,IC,0.0
7537,Virginia Electric & Power Co,North Branch (WV),WV,39.2633,-79.3308,PJM,"PJM Interconnection, LLC",,,
7538,Duke Energy Progress - (NC),Wayne County,NC,35.375789,-78.098052,CPLE,Duke Energy Progress East,DFO,GT,6569.469999999999
7538,Duke Energy Progress - (NC),Wayne County,NC,35.375789,-78.098052,CPLE,Duke Energy Progress East,NG,GT,174926.53
7539,Duke Energy Progress - (NC),NA 1 (NC),NC, , ,CPLE,Duke Energy Progress East,,,
7556,State Farm Insurance,State Farm,IL,40.4535,-88.9605,MISO,"Midcontinent Independent Transmission System Operator, Inc..",DFO,IC,38.0
7575,"American Mun Power-Ohio, Inc",Bowling Green,OH,41.3822,-83.6113,PJM,"PJM Interconnection, LLC",,,
7576,"American Mun Power-Ohio, Inc",Engle,OH,41.1428,-81.4706,PJM,"PJM Interconnection, LLC",,,
7577,"American Mun Power-Ohio, Inc",Jackson (OH),OH,39.0441,-82.6101,PJM,"PJM Interconnection, LLC",,,
7578,"American Mun Power-Ohio, Inc",Napoleon,OH,41.4106,-84.0967,PJM,"PJM Interconnection, LLC",,,
7579,"American Mun Power-Ohio, Inc",Niles,OH,41.168,-80.7529,PJM,"PJM Interconnection, LLC",,,
7580,"American Mun Power-Ohio, Inc",Wadsworth,OH,41.003889,-81.762222,PJM,"PJM Interconnection, LLC",,,
7594,"American Mun Power-Ohio, Inc",Belleville Dam,WV,39.1192,-81.7375,PJM,"PJM Interconnection, LLC",WAT,HY,544446.0
7603,"American Mun Power-Ohio, Inc",Prospect Municipal,OH,40.4411,-83.1883,PJM,"PJM Interconnection, LLC",DFO,IC,200.0
7657,City of Bryan - (OH),Auglaize Hydro,OH,41.237206,-84.399756,PJM,"PJM Interconnection, LLC",WAT,HY,13548.0
7690,WM Renewable Energy LLC,Pennsbury,PA,40.153128,-74.769146,PJM,"PJM Interconnection, LLC",,,
7701,"Constellation Power, Inc",Fairless Hills,PA,40.1405,-74.7506,PJM,"PJM Interconnection, LLC",,,
7722,Tennessee Valley Authority,Watts Bar Nuclear Plant,TN,35.6021,-84.7895,TVA,Tennessee Valley Authority,NUC,ST,37419682.0
7727,Duke Energy Progress - (NC),Future Gen Plant 1,NC, , ,CPLE,Duke Energy Progress East,,,
7728,Duke Energy Progress - (NC),Future Gen Plant 2,NC, , ,CPLE,Duke Energy Progress East,,,
7759,AES Indiana,Georgetown,IN,39.902556,-86.24405,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,GT,478728.0
7760,"Earthrise Energy, PBC",Tilton,IL,40.106125,-87.653818,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,GT,125373.99999999999
7763,"Duke Energy Indiana, LLC",Henry County,IN,39.9528,-85.5039,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,GT,487865.998
7770,Rochelle Municipal Utilities,1515 S Caron Road,IL,41.9084,-89.0466,PJM,"PJM Interconnection, LLC",,,
7774,"American Mun Power-Ohio, Inc",Cleveland Peaking,OH,41.556714,-81.588233,PJM,"PJM Interconnection, LLC",DFO,IC,374.0
7775,"American Mun Power-Ohio, Inc",Versailles Peaking,OH,40.2247,-84.4769,PJM,"PJM Interconnection, LLC",DFO,IC,200.0
7776,"American Mun Power-Ohio, Inc",Napoleon Peaking,OH,41.4079,-84.1095,PJM,"PJM Interconnection, LLC",DFO,IC,280.0
7777,"American Mun Power-Ohio, Inc",Dover Peaking,OH,40.5416,-81.4985,PJM,"PJM Interconnection, LLC",DFO,IC,268.0
7778,"American Mun Power-Ohio, Inc",Orrville Peaking,OH,40.86,-81.7586,PJM,"PJM Interconnection, LLC",DFO,IC,206.0
7779,"American Mun Power-Ohio, Inc",Bryan Peaking,OH,41.4609,-84.527,PJM,"PJM Interconnection, LLC",DFO,IC,474.0
7780,"American Mun Power-Ohio, Inc",Jackson Cntr Peaking,OH,40.4597,-84.0401,PJM,"PJM Interconnection, LLC",DFO,IC,68.0
7781,"American Mun Power-Ohio, Inc",Arcanum Peaking,OH,39.9867,-84.5513,PJM,"PJM Interconnection, LLC",DFO,IC,0.0
7782,"American Mun Power-Ohio, Inc",Hamilton Peaking,OH,39.3528,-84.5183,PJM,"PJM Interconnection, LLC",NG,GT,3010.0
7783,"American Mun Power-Ohio, Inc",Bowling Green Peaking,OH,41.3884,-83.6402,PJM,"PJM Interconnection, LLC",DFO,GT,0.0
7783,"American Mun Power-Ohio, Inc",Bowling Green Peaking,OH,41.3884,-83.6402,PJM,"PJM Interconnection, LLC",NG,GT,3046.0
7791,"American Mun Power-Ohio, Inc",Montpelier,OH,41.5855,-84.5794,PJM,"PJM Interconnection, LLC",DFO,IC,646.0
7797,City of Manassas - (VA),Dominion/Lo Mar,VA,38.7443,-77.4974,PJM,"PJM Interconnection, LLC",DFO,GT,672.0
7797,City of Manassas - (VA),Dominion/Lo Mar,VA,38.7443,-77.4974,PJM,"PJM Interconnection, LLC",DFO,IC,916.0
7798,City of Manassas - (VA),Gateway Gen,VA,38.725278,-77.509722,PJM,"PJM Interconnection, LLC",DFO,IC,506.0
7805,Duke Energy Progress - (NC),Sherwood H Smith Jr Energy Complex,NC,34.8392,-79.7406,CPLE,Duke Energy Progress East,DFO,CA,95.938
7805,Duke Energy Progress - (NC),Sherwood H Smith Jr Energy Complex,NC,34.8392,-79.7406,CPLE,Duke Energy Progress East,DFO,CT,156.312
7805,Duke Energy Progress - (NC),Sherwood H Smith Jr Energy Complex,NC,34.8392,-79.7406,CPLE,Duke Energy Progress East,DFO,GT,3781.194
7805,Duke Energy Progress - (NC),Sherwood H Smith Jr Energy Complex,NC,34.8392,-79.7406,CPLE,Duke Energy Progress East,NG,CA,5735968.04
7805,Duke Energy Progress - (NC),Sherwood H Smith Jr Energy Complex,NC,34.8392,-79.7406,CPLE,Duke Energy Progress East,NG,CT,9050225.649999999
7805,Duke Energy Progress - (NC),Sherwood H Smith Jr Energy Complex,NC,34.8392,-79.7406,CPLE,Duke Energy Progress East,NG,GT,2405006.792
7806,Village of Sebewaing - (MI),Pine Street,MI,43.740164,-83.449953,MISO,"Midcontinent Independent Transmission System Operator, Inc..",DFO,IC,0.0
7806,Village of Sebewaing - (MI),Pine Street,MI,43.740164,-83.449953,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,IC,50848.0
7807,City of Hamilton - (OH),Hamilton Hydro,OH,39.4128,-84.5558,PJM,"PJM Interconnection, LLC",WAT,HY,11436.0
7818,"Prairie Power, Inc",Alsey,IL,39.569771,-90.43602,MISO,"Midcontinent Independent Transmission System Operator, Inc..",DFO,GT,26.396
7818,"Prairie Power, Inc",Alsey,IL,39.569771,-90.43602,MISO,"Midcontinent Independent Transmission System Operator, Inc..",NG,GT,40185.60400000001
7820,Wisconsin Electric Power Co,Big Quinnesec 92,MI,45.7881,-88.0408,MISO,"Midcontinent Independent Transmission System Operator, Inc..",WAT,HY,199102.0
7821,Wisconsin Electric Power Co,Big Quinnesec 61,MI,45.7883,-88.0415,MISO,"Midcontinent Independent Transmission System Operator, Inc..",WAT,HY,2144.0
7826,Southern Power Co,Rowan,NC,35.7314,-80.6019,DUK,Duke Energy Carolinas,DFO,CA,0.0
7826,Southern Power Co,Rowan,NC,35.7314,-80.6019,DUK,Duke Energy Carolinas,DFO,CT,0.0
7826,Southern Power Co,Rowan,NC,35.7314,-80.6019,DUK,Duke Energy Carolinas,DFO,GT,424.89
7826,Southern Power Co,Rowan,NC,35.7314,-80.6019,DUK,Duke Energy Carolinas,NG,CA,2829444.0
7826,Southern Power Co,Rowan,NC,35.7314,-80.6019,DUK,Duke Energy Carolinas,NG,CT,5287544.0
7826,Southern Power Co,Rowan,NC,35.7314,-80.6019,DUK,Duke Energy Carolinas,NG,GT,519861.115
7827,"American Mun Power-Ohio, Inc",Shelby North,OH,40.8969,-82.6625,PJM,"PJM Interconnection, LLC",DFO,IC,46.0
7828,City of Shelby - (OH),Shelby South,OH,40.908889,-82.653333,PJM,"PJM Interconnection, LLC",DFO,IC,74.0
7831,Great Lakes Energy Coop,Beaver Island,MI,45.7291,-85.5244,MISO,"Midcontinent Independent Transmission System Operator, Inc..",DFO,IC,142.0
7835,Essential Power Operating Services LLC,Essential Power Rock Springs LLC,MD,39.71901,-76.15976,PJM,"PJM Interconnection, LLC",NG,GT,427479.996
7836,Old Dominion Electric Coop,Marsh Run Generation Facility,VA,38.5283,-77.7681,PJM,"PJM Interconnection, LLC",DFO,GT,1632.88
7836,Old Dominion Electric Coop,Marsh Run Generation Facility,VA,38.5283,-77.7681,PJM,"PJM Interconnection, LLC",NG,GT,429139.12299999996
7837,Old Dominion Electric Coop,Louisa Generation Facility,VA,38.1181,-78.2139,PJM,"PJM Interconnection, LLC",DFO,GT,1610.618
7837,Old Dominion Electric Coop,Louisa Generation Facility,VA,38.1181,-78.2139,PJM,"PJM Interconnection, LLC",NG,GT,472107.3790000001
7838,Virginia Electric & Power Co,Remington,VA,38.5442,-77.7714,PJM,"PJM Interconnection, LLC",DFO,GT,12661.942
